x,y,class
2.983870968,-3.047564935,1
-1.89516129,-3.046753247,1
-5.443548387,-3.037012987,1
-3.548387097,-3.053246753,1
0.080645161,-3.050811688,1
2.741935484,-3.048376623,1
3.991935484,-3.051623377,1
0.443548387,-3.05974026,1
-4.072580645,-3.048376623,1
-3.911290323,-3.060551948,1
1.048387097,-3.05974026,1
4.39516129,-3.061363636,1
4.39516129,-3.061363636,1
6.733870968,-3.057305195,1
7.540322581,-3.044318182,1
6.814516129,-3.055681818,1
2.862903226,-3.067045455,1
1.169354839,-3.05487013,1
-6.209677419,-2.904707792,0
-6.088709677,-2.890909091,0
-7.137096774,-2.878733766,0
-8.629032258,-2.889285714,0
-8.629032258,-2.909577922,0
-7.5,-2.92012987,0
-7.983870968,-2.947727273,0
-8.185483871,-2.937987013,0
-7.419354839,-2.896590909,0
-6.129032258,-2.903896104,0
-6.25,-2.937987013,0
-8.588709677,-2.916071429,0
-6.653225806,-2.881168831,0
-4.717741935,-2.882792208,0
-4.475806452,-2.899025974,0
-5.403225806,-2.907142857,0
-5.60483871,-2.892532468,0
-4.838709677,-2.886038961,0
-5.080645161,-2.879545455,0
-8.669354839,-2.933116883,0
-8.508064516,-2.950974026,0
-8.306451613,-2.964772727,0
-8.185483871,-2.983441558,0
-7.338709677,-2.99724026,0
-7.137096774,-3.002922078,0
-8.225806452,-2.993993506,0
-7.459677419,-2.964772727,0
-6.048387097,-2.984253247,0
-6.612903226,-2.989935065,0
-8.387096774,-3.009415584,0
-7.782258065,-3.056493506,0
-7.903225806,-3.074350649,0
-7.862903226,-3.071103896,0
-7.298387097,-3.091396104,0
-7.096774194,-3.101948052,0
-6.89516129,-3.109253247,0
-6.330645161,-3.115746753,0
-4.879032258,-3.110876623,0
-4.274193548,-3.097077922,0
-4.879032258,-3.078409091,0
-5.685483871,-3.071103896,0
-6.85483871,-3.093019481,0
-5.887096774,-3.114123377,0
-4.032258065,-3.110876623,0
-3.306451613,-3.103571429,0
-3.064516129,-3.105194805,0
-3.548387097,-3.12711039,0
-4.637096774,-3.131168831,0
-5.282258065,-3.131980519,0
-5.564516129,-3.1125,0
-4.233870968,-3.095454545,0
-2.862903226,-3.096266234,0
-3.225806452,-3.093831169,0
-4.637096774,-3.080032468,0
-5.846774194,-3.083279221,0
-6.370967742,-3.104383117,0
-4.314516129,-3.118181818,0
-3.346774194,-3.121428571,0
-4.959677419,-3.113311688,0
-6.653225806,-3.081655844,0
-5.161290323,-3.075974026,0
-3.185483871,-3.089772727,0
-4.959677419,-3.094642857,0
-6.290322581,-3.067857143,0
-7.016129032,-3.05,0
-6.935483871,-3.036201299,0
-6.129032258,-3.019155844,0
-7.056451613,-3.015097403,0
-8.225806452,-3.029707792,0
-8.870967742,-3.05,0
-7.379032258,-3.05487013,0
-6.209677419,-3.047564935,0
-5.60483871,-3.067857143,0
-7.419354839,-3.084902597,0
-8.225806452,-3.084902597,0
-8.306451613,-3.114935065,0
-6.653225806,-3.12224026,0
-5.806451613,-3.108441558,0
-8.588709677,-3.110876623,0
-8.991935484,-3.104383117,0
-8.10483871,-3.039448052,0
-8.387096774,-3.027272727,0
-9.475806452,-3.000487013,0
-9.193548387,-2.969642857,0
-8.991935484,-2.933116883,0
-8.225806452,-2.889285714,0
-5.483870968,-2.874675325,0
-4.798387097,-2.874675325,0
-8.427419355,-2.868993506,0
-9.39516129,-2.869805195,0
-6.733870968,-2.871428571,0
-7.096774194,-2.894967532,0
-7.419354839,-3.136850649,0
-7.862903226,-3.129545455,0
-7.580645161,-3.11737013,0
-3.911290323,-3.137662338,0
-5.120967742,-3.137662338,0
-6.532258065,-3.104383117,0
4.193548387,-3.072727273,1
3.467741935,-3.080032468,1
3.346774194,-3.093019481,1
3.508064516,-3.106818182,1
3.951612903,-3.120616883,1
5.322580645,-3.135227273,1
7.741935484,-3.12711039,1
8.064516129,-3.105194805,1
8.911290323,-3.075974026,1
8.548387097,-3.053246753,1
7.822580645,-3.03538961,1
8.10483871,-3.034577922,1
9.072580645,-3.023214286,1
9.475806452,-3.042694805,1
8.185483871,-3.069480519,1
6.653225806,-3.088961039,1
4.677419355,-3.103571429,1
1.572580645,-3.113311688,1
1.008064516,-3.095454545,1
4.556451613,-3.082467532,1
5.564516129,-3.127922078,1
4.112903226,-3.134415584,1
2.782258065,-3.12711039,1
4.39516129,-3.088149351,1
6.290322581,-3.085714286,1
7.056451613,-3.096266234,1
5.322580645,-3.093019481,1
5.524193548,-3.095454545,1
5.927419355,-3.111688312,1
7.5,-3.089772727,1
5.483870968,-3.100324675,1
6.693548387,-3.131168831,1
7.701612903,-3.116558442,1
7.137096774,-3.072727273,1
6.572580645,-3.069480519,1
6.491935484,-3.089772727,1
8.14516129,-3.075974026,1
4.39516129,-2.906331169,1
4.072580645,-2.895779221,1
5.564516129,-2.899025974,1
6.290322581,-2.909577922,1
6.411290323,-2.908766234,1
3.629032258,-2.903896104,1
2.661290323,-2.901461039,1
5.282258065,-2.890097403,1
7.741935484,-2.894967532,1
8.266129032,-2.929058442,1
8.064516129,-2.953409091,1
8.306451613,-2.963149351,1
8.75,-2.960714286,1
8.991935484,-3.006980519,1
8.911290323,-2.976136364,1
8.548387097,-2.983441558,1
7.459677419,-2.941233766,1
8.14516129,-2.902272727,1
9.032258065,-2.894155844,1
7.459677419,-2.886038961,1
6.89516129,-2.87711039,1
5.725806452,-2.871428571,1
6.85483871,-2.911201299,1
8.225806452,-2.916883117,1
8.387096774,-2.876298701,1
8.387096774,-2.869805195,1
5.564516129,-2.861688312,1
4.798387097,-2.868181818,1
4.435483871,-2.875487013,1
6.008064516,-2.864935065,1
7.419354839,-2.860876623,1
7.217741935,-2.879545455,1
7.540322581,-2.91525974,1
5.64516129,-2.907142857,1
3.669354839,-2.891720779,1
2.379032258,-2.87711039,1
3.870967742,-2.861688312,1
4.39516129,-2.864935065,1
5.685483871,-2.898214286,1
2.741935484,-3.082467532,1
2.379032258,-3.100324675,1
1.370967742,-3.120616883,1
0.120967742,-3.12224026,1
-1.572580645,-3.087337662,0
-1.733870968,-3.106818182,0
-1.612903226,-3.125487013,0
1.612903226,-3.075162338,1
-1.935483871,-3.074350649,0
-2.701612903,-3.069480519,0
-3.225806452,-3.075974026,0
-2.862903226,-3.100324675,0
-2.5,-3.12224026,0
-2.459677419,-3.132792208,0
-1.572580645,-3.141720779,0
-0.725806452,-3.103571429,0
-2.137096774,-3.090584416,0
-5,-3.014285714,0
-0.725806452,-3.134415584,0
